qseqid,sseqid,pident,ppos,length,evalue,bitscore
sp|A0A089QKZ7|Y155A_MYCTU,sp|A0A089QKZ7.1|,100.0,100.0,62,8.9e-37,119.0
sp|I6Y778|FABG4_MYCTU,sp|P51831.3|,38.272,56.79,243,1.35e-40,148.0
sp|I6Y778|FABG4_MYCTU,sp|P17611.2|,38.525,57.79,244,1.95e-40,148.0
sp|I6Y778|FABG4_MYCTU,sp|P0A0H9.1|,38.75,54.58,240,9.43e-39,143.0
sp|I6Y778|FABG4_MYCTU,sp|P38004.3|,36.885,58.61,244,1.48e-38,143.0
sp|I6Y778|FABG4_MYCTU,sp|P06234.1|,40.408,54.69,245,4.18e-38,141.0
sp|I6Y778|FABG4_MYCTU,sp|Q9PKF7.1|,37.551,58.78,245,1.5700000000000002e-37,140.0
sp|I6Y778|FABG4_MYCTU,sp|Q5HPW0.1|,38.333,55.0,240,2.0700000000000003e-37,139.0
sp|I6Y778|FABG4_MYCTU,sp|Q89AG9.1|,34.034,56.3,238,4.2200000000000006e-37,139.0
sp|I6Y778|FABG4_MYCTU,sp|P28643.1|,37.302,54.76,252,2.04e-36,139.0
sp|I6Y778|FABG4_MYCTU,sp|Q8K9J5.1|,31.818,54.55,242,6.23e-36,135.0
sp|I6Y778|FABG4_MYCTU,sp|Q5TJF5.1|,37.402,52.76,254,1.17e-35,135.0
sp|I6Y778|FABG4_MYCTU,sp|P50941.2|,38.333,54.17,240,1.2e-35,135.0
sp|I6Y778|FABG4_MYCTU,sp|Q9Z8P2.1|,36.364,54.13,242,1.3e-35,135.0
sp|I6Y778|FABG4_MYCTU,sp|Q92506.2|,36.154,51.15,260,2.4300000000000003e-35,134.0
sp|I6Y778|FABG4_MYCTU,sp|P73574.1|,39.506,55.97,243,3.51e-35,134.0
sp|I6Y8F7|MMPR5_MYCTU,sp|I6Y8F7.1|,100.0,100.0,165,3.63e-116,328.0
sp|I6Y8I5|FGE_MYCTU,sp|I6Y8I5.1|,100.0,100.0,299,0.0,613.0
sp|I6Y8K5|PG08_MYCTU,sp|I6Y8K5.2|,100.0,100.0,175,8.62e-107,305.0
sp|I6Y8K5|PG08_MYCTU,sp|P9WIF6.1|,67.857,80.0,140,6.740000000000001e-37,137.0
sp|I6Y9F7|LIPQ_MYCTU,sp|I6Y9F7.1|,100.0,100.0,421,0.0,854.0
sp|I6Y9J2|LDT2_MYCTU,sp|I6Y9J2.1|,100.0,100.0,408,0.0,828.0
sp|I6Y9Q3|PRPC_MYCTU,sp|H8F0D7.1|,100.0,100.0,393,0.0,811.0
sp|I6Y9Q3|PRPC_MYCTU,sp|P26491.1|,79.733,85.87,375,0.0,613.0
sp|I6Y9Q3|PRPC_MYCTU,sp|Q8NSH7.1|,55.795,73.32,371,1.4e-150,433.0
sp|I6Y9Q3|PRPC_MYCTU,sp|Q8NSL1.1|,54.891,72.01,368,6.79e-149,429.0
sp|I6Y9Q3|PRPC_MYCTU,sp|O34002.1|,58.355,67.9,377,4.71e-148,427.0
sp|I6YA32|CHIZ_MYCTU,sp|I6YA32.1|,100.0,100.0,165,1.83e-112,319.0
sp|I6YA50|Y2743_MYCTU,sp|I6YA50.1|,100.0,100.0,270,0.0,525.0
sp|I6YB21|Y3067_MYCTU,sp|I6YB21.2|,100.0,100.0,181,3.94e-130,365.0
sp|I6YBQ3|LRPA_MYCTU,sp|I6YBQ3.1|,100.0,100.0,150,2.78e-104,297.0
sp|I6YBQ3|LRPA_MYCTU,sp|O57818.1|,37.333,56.67,150,8.61e-21,85.5
sp|I6YBX3|MFPA_MYCTU,sp|I6YBX3.1|,100.0,100.0,183,1.2700000000000001e-129,363.0
sp|I6YBZ8|HTDY_MYCTU,sp|I6YBZ8.1|,100.0,100.0,290,0.0,584.0
sp|I6YC03|EPHB_MYCTU,sp|I6YC03.1|,100.0,100.0,356,0.0,726.0
sp|I6YC03|EPHB_MYCTU,sp|I6YGS0.1|,38.177,50.14,351,2.72e-60,199.0
sp|I6YC03|EPHB_MYCTU,sp|P0DO70.1|,31.768,46.13,362,1.77e-49,171.0
sp|I6YC53|ESXT_MYCTU,sp|I6YC53.1|,100.0,100.0,100,1.0899999999999999e-67,200.0
sp|I6YC58|MYCP4_MYCTU,sp|I6YC58.1|,100.0,100.0,455,0.0,888.0
sp|I6YC58|MYCP4_MYCTU,sp|O53695.1|,42.641,56.28,462,6.32e-85,271.0
sp|I6YCA3|CHSE4_MYCTU,sp|I6YCA3.1|,100.0,100.0,400,0.0,822.0
sp|I6YCA3|CHSE4_MYCTU,sp|P71858.2|,45.522,63.43,402,7.840000000000001e-109,328.0
sp|I6YCA3|CHSE4_MYCTU,sp|P95280.2|,32.388,49.88,423,2.62e-50,177.0
sp|I6YCA3|CHSE4_MYCTU,sp|I6Y3V5.1|,30.846,48.51,402,4.8399999999999995e-42,154.0
sp|I6YCA3|CHSE4_MYCTU,sp|A0R4Z9.1|,29.024,46.1,410,8.98e-39,146.0
sp|I6YCF0|IPDF_MYCTU,sp|I6YCF0.1|,100.0,100.0,262,0.0,526.0
sp|I6YCF0|IPDF_MYCTU,sp|Q9X248.1|,37.959,55.51,245,1.91e-43,150.0
sp|I6YCF0|IPDF_MYCTU,sp|P66782.1|,38.866,57.09,247,8.79e-42,146.0
sp|I6YCF0|IPDF_MYCTU,sp|H9XP47.1|,39.256,55.79,242,3.3599999999999998e-40,142.0
sp|I6YCF0|IPDF_MYCTU,sp|Q9LBG2.1|,39.516,53.63,248,5.45e-39,139.0
sp|I6YCF0|IPDF_MYCTU,sp|P94681.1|,38.057,57.09,247,3.32e-38,137.0
sp|I6YCF0|IPDF_MYCTU,sp|C8WGQ3.1|,34.008,55.06,247,4.77e-38,137.0
sp|I6YCF0|IPDF_MYCTU,sp|Q9L9F8.1|,36.29,49.19,248,5.65e-37,134.0
sp|I6YCF0|IPDF_MYCTU,sp|P51831.3|,32.377,54.1,244,3.7e-36,131.0
sp|I6YCF0|IPDF_MYCTU,sp|Q8GAV9.1|,34.677,52.02,248,9.29e-36,130.0
sp|I6YCF0|IPDF_MYCTU,sp|P0DXE1.1|,42.083,56.67,240,1.48e-35,130.0
sp|I6YCF0|IPDF_MYCTU,sp|P39482.1|,35.102,53.88,245,4.61e-35,129.0
sp|I6YCF0|IPDF_MYCTU,sp|Q9KJF1.1|,33.061,54.29,245,8.82e-35,128.0
sp|I6YCF0|IPDF_MYCTU,sp|P0A2C9.1|,34.008,55.06,247,1.09e-34,127.0
sp|I6YCF0|IPDF_MYCTU,sp|O34717.1|,33.878,52.65,245,1.21e-34,127.0
sp|I6YCF0|IPDF_MYCTU,sp|Q9PKF7.1|,33.333,51.41,249,1.23e-34,127.0
sp|I6YCF0|IPDF_MYCTU,sp|C8WJW0.1|,38.462,53.04,247,1.98e-34,127.0
sp|I6YCF0|IPDF_MYCTU,sp|P37769.2|,34.818,54.66,247,2.36e-34,127.0
sp|I6YCF0|IPDF_MYCTU,sp|A7B3K3.1|,33.061,53.88,245,2.36e-34,127.0
sp|I6YCF0|IPDF_MYCTU,sp|P40288.1|,35.102,53.47,245,3.09e-34,127.0
sp|I6YCF0|IPDF_MYCTU,sp|P12310.2|,33.884,50.0,242,3.19e-34,127.0
sp|I6YCF0|IPDF_MYCTU,sp|Q2UEK6.1|,36.0,56.0,250,3.22e-34,127.0
sp|I6YCF0|IPDF_MYCTU,sp|P07999.2|,34.413,54.66,247,4.54e-34,126.0
sp|I6YCF0|IPDF_MYCTU,sp|P46331.2|,35.938,51.56,256,6.54e-34,126.0
sp|I6YCF0|IPDF_MYCTU,sp|G5EGA6.1|,32.558,52.33,258,6.55e-34,126.0
sp|I6YCF5|IPDE2_MYCTU,sp|I6YCF5.1|,100.0,100.0,318,0.0,630.0
sp|I6YCF5|IPDE2_MYCTU,sp|A0R502.1|,68.489,81.67,311,1.72e-149,425.0
sp|I6YD99|Y2386_MYCTU,sp|I6YD99.1|,100.0,100.0,69,4.96e-46,143.0
sp|I6YDK7|ACCD1_MYCTU,sp|I6YDK7.1|,100.0,100.0,529,0.0,1083.0
sp|I6YEE1|PPTH_MYCTU,sp|I6YEE1.1|,100.0,100.0,324,0.0,674.0
sp|I6YEJ7|NICT_MYCTU,sp|I6YEJ7.1|,100.0,100.0,372,0.0,742.0
sp|I6YET7|Y2963_MYCTU,sp|I6YET7.1|,100.0,100.0,406,0.0,804.0
sp|I6YF08|ESTR2_MYCTU,sp|I6YF08.1|,100.0,100.0,227,2.4300000000000003e-167,462.0
sp|I6YFP0|BIRA_MYCTU,sp|I6YFP0.1|,100.0,100.0,266,0.0,508.0
sp|I6YG32|RIMI_MYCTU,sp|I6YG32.1|,100.0,100.0,158,2.54e-112,318.0
sp|I6YGF8|CHSH2_MYCTU,sp|I6YGF8.1|,100.0,100.0,311,0.0,629.0
sp|I6YGS0|EPHA_MYCTU,sp|I6YGS0.1|,100.0,100.0,322,0.0,644.0
sp|I6YGS0|EPHA_MYCTU,sp|P80299.1|,40.523,56.86,306,3.0499999999999997e-69,228.0
sp|I6YHB0|HNSLK_MYCTU,sp|I6YHB0.2|,100.0,100.0,134,2.24e-85,248.0
sp|L0T2H7|PG01_MYCTU,sp|L0T2H7.1|,100.0,100.0,496,0.0,830.0
sp|L0T4W6|PG04_MYCTU,sp|L0T4W6.1|,100.0,100.0,837,0.0,1344.0
sp|L0T550|RIP2_MYCTU,sp|L0T550.1|,100.0,100.0,259,0.0,503.0
sp|L0T5T4|PE10_MYCTU,sp|L0T5T4.1|,100.0,100.0,120,2.09e-78,229.0
sp|L0T5V6|VPC51_MYCTU,sp|L0T5V6.2|,100.0,100.0,137,2.68e-96,276.0
sp|L0T864|FPG2_MYCTU,sp|L0T864.1|,100.0,100.0,158,1.82e-113,321.0
sp|L0T864|FPG2_MYCTU,sp|A4J4X3.1|,37.241,55.17,145,4.2099999999999995e-24,97.4
sp|L0T864|FPG2_MYCTU,sp|A9B0X2.1|,34.965,53.15,143,1.0300000000000001e-22,93.6
sp|L0T864|FPG2_MYCTU,sp|Q602J1.3|,39.31,53.79,145,2.52e-22,92.8
sp|L0T864|FPG2_MYCTU,sp|A9WDC2.1|,34.507,52.11,142,4.21e-22,92.0
sp|L0T864|FPG2_MYCTU,sp|Q67R59.3|,37.415,53.06,147,9.33e-22,91.7
sp|L0T864|FPG2_MYCTU,sp|A7NQM8.1|,34.483,50.34,145,3.7300000000000006e-21,89.7
sp|L0T864|FPG2_MYCTU,sp|Q01RU9.1|,34.058,52.9,138,9.670000000000001e-21,88.2
sp|L0T864|FPG2_MYCTU,sp|B8G9X1.1|,34.483,51.03,145,3.01e-20,87.4
sp|L0T864|FPG2_MYCTU,sp|Q31CK0.1|,34.483,54.48,145,7.42e-20,86.7
sp|L0T864|FPG2_MYCTU,sp|Q2RHE9.1|,36.986,49.32,146,9.32e-20,85.9
sp|L0T864|FPG2_MYCTU,sp|A2BPD1.1|,34.483,53.79,145,1.51e-19,85.5
sp|L0T864|FPG2_MYCTU,sp|Q92BF1.3|,31.944,52.78,144,1.66e-19,85.1
sp|L0T864|FPG2_MYCTU,sp|A5UUN1.1|,34.815,51.11,135,1.85e-19,85.1
sp|L0T864|FPG2_MYCTU,sp|Q71ZA3.3|,31.944,52.78,144,2.18e-19,85.1
sp|L0T864|FPG2_MYCTU,sp|A8G2Y9.1|,34.483,53.1,145,5.24e-19,84.3
sp|L0T864|FPG2_MYCTU,sp|A8YWE6.1|,29.412,51.47,136,6.04e-19,84.0
sp|L0T864|FPG2_MYCTU,sp|A5D0T6.1|,33.099,52.11,142,1.04e-18,83.2
sp|L0T864|FPG2_MYCTU,sp|Q9CIK4.3|,29.787,56.74,141,1.21e-18,82.8
sp|L0T864|FPG2_MYCTU,sp|B1WTF7.1|,34.483,45.52,145,1.24e-18,83.2
sp|L0T905|RSEA_MYCTU,sp|L0T905.1|,100.0,100.0,154,1.06e-107,306.0
sp|L0T911|PBPB_MYCTU,sp|L0T911.1|,100.0,100.0,679,0.0,1379.0
sp|L0TAD5|Y1703_MYCTU,sp|L0TAD5.2|,100.0,100.0,233,7.33e-171,472.0
sp|L0TBY6|2250A_MYCTU,sp|L0TBY6.2|,100.0,100.0,149,5.58e-103,293.0
sp|L0TC47|LIPV_MYCTU,sp|L0TC47.2|,100.0,100.0,261,0.0,513.0
sp|L0TCG5|SIGJ_MYCTU,sp|L0TCG5.1|,100.0,100.0,312,0.0,625.0
sp|L0TDE1|LIGC_MYCTU,sp|L0TDE1.1|,100.0,100.0,358,0.0,734.0
sp|L0TDE1|LIGC_MYCTU,sp|A0R5T3.1|,76.081,83.29,347,0.0,534.0
sp|L0TDE1|LIGC_MYCTU,sp|A0R5T2.1|,50.273,62.84,366,3.88e-115,340.0
sp|L0TDE1|LIGC_MYCTU,sp|B5YD88.1|,30.709,46.06,254,2.95e-21,98.2
sp|L0TGF0|VPC50_MYCTU,sp|L0TGF0.1|,100.0,100.0,169,1.43e-124,350.0
sp|L7N648|PE06_MYCTU,sp|L7N648.1|,100.0,100.0,171,9.61e-120,338.0
sp|L7N653|CWLM_MYCTU,sp|L7N653.1|,100.0,100.0,406,0.0,821.0
sp|L7N667|PE08_MYCTU,sp|L7N667.1|,100.0,100.0,275,0.0,511.0
sp|L7N675|PPE18_MYCTU,sp|L7N675.1|,100.0,100.0,391,0.0,758.0
sp|L7N675|PPE18_MYCTU,sp|P9WI25.1|,84.131,88.66,397,0.0,566.0
sp|L7N675|PPE18_MYCTU,sp|P9WI24.1|,84.635,89.17,397,0.0,549.0
sp|L7N680|PG62_MYCTU,sp|L7N680.1|,100.0,100.0,504,0.0,980.0
sp|L7N689|TRCR_MYCTU,sp|L7N689.1|,100.0,100.0,257,0.0,512.0
sp|L7N689|TRCR_MYCTU,sp|O69730.3|,59.483,75.86,232,3.44e-91,271.0
sp|L7N689|TRCR_MYCTU,sp|A1UL70.1|,51.092,70.31,229,4.740000000000001e-72,223.0
sp|L7N689|TRCR_MYCTU,sp|A1KHB7.1|,50.0,70.18,228,2.71e-71,221.0
sp|L7N689|TRCR_MYCTU,sp|A5U123.1|,50.0,70.18,228,6.98e-71,220.0
sp|L7N689|TRCR_MYCTU,sp|A0R3I8.1|,49.123,70.18,228,9.57e-71,219.0
sp|L7N689|TRCR_MYCTU,sp|A0QBQ9.1|,50.0,70.18,228,2.73e-70,218.0
sp|L7N689|TRCR_MYCTU,sp|A1TEL7.1|,48.696,71.3,230,7.82e-70,217.0
sp|L7N689|TRCR_MYCTU,sp|A0PWB4.1|,49.13,70.43,230,5.479999999999999e-69,215.0
sp|L7N689|TRCR_MYCTU,sp|Q9CD68.1|,48.684,69.3,228,2.7299999999999998e-67,211.0
sp|L7N689|TRCR_MYCTU,sp|O34903.1|,42.342,68.92,222,7.59e-63,199.0
sp|L7N689|TRCR_MYCTU,sp|O07776.1|,47.162,62.01,229,1.86e-58,189.0
sp|L7N689|TRCR_MYCTU,sp|P13792.4|,42.979,65.11,235,3.06e-58,188.0
sp|L7N689|TRCR_MYCTU,sp|P0C000.1|,40.359,65.02,223,2.1600000000000002e-57,185.0
sp|L7N689|TRCR_MYCTU,sp|Q02540.1|,42.291,63.0,227,8.43e-55,179.0
sp|L7N689|TRCR_MYCTU,sp|P94413.1|,38.117,64.57,223,1.0199999999999998e-54,178.0
sp|L7N689|TRCR_MYCTU,sp|Q99U73.2|,39.91,63.68,223,4.9099999999999994e-54,176.0
sp|L7N689|TRCR_MYCTU,sp|Q4L6C6.1|,39.462,62.78,223,6.17e-54,176.0
sp|L7N695|PE05_MYCTU,sp|L7N695.1|,100.0,100.0,102,2.51e-61,184.0
sp|L7N697|PE16_MYCTU,sp|L7N697.1|,100.0,100.0,528,0.0,1030.0
sp|L7N697|PE16_MYCTU,sp|Q79G04.1|,48.756,65.67,402,8.019999999999999e-95,299.0
sp|L7N6A5|GMPP_MYCTU,sp|L7N6A5.1|,100.0,100.0,359,0.0,712.0
sp|L7N6A5|GMPP_MYCTU,sp|Q84JH5.1|,34.903,52.08,361,1.1899999999999999e-55,189.0
sp|L7N6A5|GMPP_MYCTU,sp|Q61S97.2|,31.832,53.15,333,5.69e-53,182.0
sp|L7N6A5|GMPP_MYCTU,sp|Q54K39.1|,32.092,52.72,349,3.3999999999999994e-52,179.0
sp|L7N6A5|GMPP_MYCTU,sp|Q6Z9A3.1|,33.333,51.79,363,3.809999999999999e-52,179.0
sp|L7N6A5|GMPP_MYCTU,sp|O22287.1|,33.148,52.09,359,5.29e-52,179.0
sp|L7N6A5|GMPP_MYCTU,sp|Q6BN12.1|,30.747,52.59,348,4.52e-51,177.0
sp|L7N6A5|GMPP_MYCTU,sp|Q941T9.1|,33.333,52.07,363,4.8e-51,176.0
sp|L7N6A5|GMPP_MYCTU,sp|A3QMC8.1|,30.909,53.03,330,2.12e-50,175.0
sp|L7N6A5|GMPP_MYCTU,sp|P0CO20.1|,31.921,51.98,354,3.34e-50,174.0
sp|L7N6A5|GMPP_MYCTU,sp|Q68EQ1.1|,32.194,52.71,351,4.88e-50,174.0
sp|L7N6A5|GMPP_MYCTU,sp|Q68EY9.1|,31.909,52.42,351,7.14e-50,173.0
sp|L7N6A5|GMPP_MYCTU,sp|Q6CCU3.1|,32.479,51.28,351,9.39e-50,173.0
sp|L7N6A5|GMPP_MYCTU,sp|O93827.1|,31.034,52.87,348,1.46e-49,172.0
sp|L7N6A5|GMPP_MYCTU,sp|Q9Y5P6.2|,33.613,52.66,357,2.1e-49,172.0
sp|L7N6A5|GMPP_MYCTU,sp|A2VD83.1|,31.429,52.0,350,4.23e-49,171.0
sp|L7N6A5|GMPP_MYCTU,sp|Q295Y7.1|,32.277,52.74,347,7.88e-49,171.0
sp|L7N6A5|GMPP_MYCTU,sp|P0C5I2.1|,32.703,52.16,370,8.14e-49,171.0
sp|L7N6A5|GMPP_MYCTU,sp|Q8BTZ7.1|,32.773,52.38,357,1.6e-48,170.0
sp|L7N6A5|GMPP_MYCTU,sp|Q9M2S0.1|,32.831,54.22,332,2.6899999999999998e-48,169.0
sp|L7N6A5|GMPP_MYCTU,sp|Q2YDJ9.1|,33.894,51.54,357,2.84e-48,169.0
sp|L7N6A5|GMPP_MYCTU,sp|Q7RVR8.1|,29.348,50.27,368,3.8899999999999997e-48,169.0
sp|L7N6A5|GMPP_MYCTU,sp|O74624.1|,28.493,50.41,365,6.01e-48,168.0
sp|L7N6A5|GMPP_MYCTU,sp|Q4I1Y5.1|,30.163,50.54,368,6.26e-48,168.0
sp|L7N6A5|GMPP_MYCTU,sp|Q7JZB4.1|,31.7,52.16,347,1.17e-47,168.0
sp|L7N6B0|LPQI_MYCTU,sp|L7N6B0.1|,100.0,100.0,388,0.0,756.0
sp|L7N6B0|LPQI_MYCTU,sp|A0A0H3M1P5.1|,99.742,100.0,388,0.0,755.0
sp|L7N6B0|LPQI_MYCTU,sp|P40406.1|,30.732,47.56,410,7.85e-37,144.0
sp|L7N6B0|LPQI_MYCTU,sp|P48823.1|,30.904,45.77,343,2.23e-36,142.0
sp|L7N6B4|MOAD_MYCTU,sp|L7N6B4.1|,100.0,100.0,83,1.33e-56,171.0
sp|O05306|LOGH_MYCTU,sp|O05306.1|,100.0,100.0,187,5.92e-134,375.0
sp|O05307|FAC6_MYCTU,sp|O05307.1|,100.0,100.0,597,0.0,1221.0
sp|O05307|FAC6_MYCTU,sp|O14975.2|,37.966,54.07,590,4.76e-121,374.0
sp|O05307|FAC6_MYCTU,sp|O35488.2|,38.324,54.19,561,3.3e-118,367.0
sp|O05307|FAC6_MYCTU,sp|P97524.1|,38.929,54.29,560,4.14e-116,361.0
sp|O05307|FAC6_MYCTU,sp|Q60714.1|,37.59,53.78,556,2.3499999999999998e-112,352.0
sp|O05307|FAC6_MYCTU,sp|P97849.1|,37.41,53.42,556,5.25e-111,349.0
sp|O05307|FAC6_MYCTU,sp|E9Q9W4.1|,35.612,52.16,556,9.98e-111,347.0
sp|O05307|FAC6_MYCTU,sp|Q6PCB7.1|,37.567,52.95,559,1.1e-109,345.0
sp|O05307|FAC6_MYCTU,sp|Q6P1M0.1|,35.644,50.83,606,1.03e-108,343.0
sp|O05307|FAC6_MYCTU,sp|Q5RDY4.1|,35.902,52.54,571,2.6e-107,339.0
sp|O05307|FAC6_MYCTU,sp|Q4R3Y4.2|,36.559,53.23,558,4.0700000000000003e-107,338.0
sp|O05307|FAC6_MYCTU,sp|Q91VE0.1|,36.364,52.94,561,7.7e-107,338.0
sp|O05307|FAC6_MYCTU,sp|Q3ZKN0.1|,36.106,51.41,601,8.71e-107,338.0
sp|O05307|FAC6_MYCTU,sp|Q9Y2P4.1|,34.907,50.25,593,2.8499999999999997e-106,336.0
sp|O05307|FAC6_MYCTU,sp|Q4LDG0.2|,37.95,50.36,556,6.2300000000000006e-105,334.0
sp|O05307|FAC6_MYCTU,sp|Q9Y2P5.1|,35.579,51.12,579,1.34e-101,325.0
sp|O05307|FAC6_MYCTU,sp|Q9ES38.1|,36.842,52.07,532,6.76e-100,321.0
sp|O05307|FAC6_MYCTU,sp|Q5K4L6.4|,36.505,51.26,515,1.75e-96,312.0
sp|O05307|FAC6_MYCTU,sp|O88561.2|,35.878,50.76,524,6.25e-93,302.0
sp|O05307|FAC6_MYCTU,sp|O42633.1|,33.153,50.81,555,7.23e-91,296.0
sp|O05307|FAC6_MYCTU,sp|Q8J0E9.1|,33.907,49.05,581,2.0100000000000002e-85,281.0
sp|O05307|FAC6_MYCTU,sp|P38225.2|,31.261,47.53,547,2.65e-77,261.0
sp|O05307|FAC6_MYCTU,sp|O53551.1|,29.339,41.94,484,1.6600000000000001e-37,149.0
sp|O05307|FAC6_MYCTU,sp|B2HHZ8.1|,29.73,43.66,481,4.19e-37,147.0
sp|O05307|FAC6_MYCTU,sp|Q0S4D7.1|,29.401,43.19,551,4.08e-36,145.0
sp|O05307|FAC6_MYCTU,sp|B5F750.1|,25.856,41.63,526,4.1500000000000004e-35,142.0
sp|O05307|FAC6_MYCTU,sp|B4TIH0.1|,25.856,41.25,526,7.88e-35,141.0
sp|O05307|FAC6_MYCTU,sp|A9MYJ6.1|,25.856,41.44,526,1.1699999999999999e-34,140.0
sp|O05307|FAC6_MYCTU,sp|B4TWR4.1|,25.856,41.25,526,2.42e-34,140.0
sp|O05307|FAC6_MYCTU,sp|B5R1R0.1|,25.665,41.25,526,3.0399999999999997e-34,139.0
sp|O05318|MEPRM_MYCTU,sp|O05318.1|,100.0,100.0,548,0.0,1053.0
sp|O05442|CPNT_MYCTU,sp|A0A0H3MAA9.1|,100.0,100.0,846,0.0,1698.0
sp|O05443|IFTNT_MYCTU,sp|A0A0H3MAZ5.1|,100.0,100.0,176,3.5499999999999996e-128,359.0
sp|O05453|ESXD_MYCTU,sp|O05453.1|,100.0,100.0,107,4.39e-74,217.0
sp|O05458|MYCP2_MYCTU,sp|O05458.1|,100.0,100.0,550,0.0,1065.0
sp|O05461|MYCP1_MYCTU,sp|O05461.1|,100.0,100.0,446,0.0,871.0
sp|O05461|MYCP1_MYCTU,sp|A0QNL1.1|,72.098,82.59,448,0.0,611.0
sp|O05572|GPPS_MYCTU,sp|O05572.1|,100.0,100.0,325,0.0,656.0
sp|O05572|GPPS_MYCTU,sp|O06428.1|,57.055,73.62,326,4.76e-112,331.0
sp|O05572|GPPS_MYCTU,sp|P55785.1|,36.967,57.82,211,1.11e-38,142.0
sp|O05581|PAT_MYCTU,sp|O05581.2|,100.0,100.0,333,0.0,658.0
sp|O05598|Y1013_MYCTU,sp|O05598.2|,100.0,100.0,544,0.0,1103.0
sp|O05598|Y1013_MYCTU,sp|A0R3D6.1|,89.89,95.96,544,0.0,988.0
sp|O05598|Y1013_MYCTU,sp|Q1BBA2.1|,36.117,48.35,515,6.98e-78,257.0
sp|O05598|Y1013_MYCTU,sp|P9WQ40.1|,35.057,49.04,522,1.2600000000000002e-72,243.0
sp|O05598|Y1013_MYCTU,sp|P0A4X9.1|,35.057,49.04,522,2.4e-72,243.0
sp|O05598|Y1013_MYCTU,sp|A0QUA1.1|,32.904,49.08,544,3.1400000000000004e-72,242.0
sp|O05598|Y1013_MYCTU,sp|Q73ZP7.1|,34.351,47.52,524,3.52e-67,229.0
sp|O05598|Y1013_MYCTU,sp|Q9R9J1.1|,31.325,49.64,415,5.42e-52,195.0
sp|O05598|Y1013_MYCTU,sp|Q6E7K9.1|,32.518,50.86,409,2.23e-51,188.0
sp|O05598|Y1013_MYCTU,sp|A0A0H3C605.1|,30.077,47.13,522,6.99e-51,186.0
sp|O05598|Y1013_MYCTU,sp|B2HIL4.1|,29.554,46.84,538,1.13e-49,184.0
sp|O05598|Y1013_MYCTU,sp|P9WQ44.1|,31.175,50.12,417,4.49e-46,173.0
sp|O05598|Y1013_MYCTU,sp|Q7TXM1.1|,32.212,48.8,416,6.56e-46,172.0
sp|O05598|Y1013_MYCTU,sp|P9WQ42.1|,31.971,48.8,416,1.98e-45,171.0
sp|O05598|Y1013_MYCTU,sp|B2HIN2.1|,30.314,45.47,541,6.37e-45,170.0
sp|O05598|Y1013_MYCTU,sp|C5BK10.1|,30.521,47.64,403,7.65e-45,171.0
sp|O05598|Y1013_MYCTU,sp|B2HMK0.1|,33.716,48.17,436,8.33e-45,170.0
sp|O05598|Y1013_MYCTU,sp|P9WQ46.1|,31.695,48.65,407,4.41e-44,167.0
sp|O05598|Y1013_MYCTU,sp|B2HIM0.1|,30.318,49.39,409,7.2e-44,167.0
sp|O05598|Y1013_MYCTU,sp|P95141.1|,28.624,45.5,545,7.27e-44,167.0
sp|O05769|Y3090_MYCTU,sp|O05769.1|,100.0,100.0,295,0.0,603.0
sp|O05779|FTSE_MYCTU,sp|O05779.2|,100.0,100.0,230,5.4e-169,467.0
sp|O05779|FTSE_MYCTU,sp|A5U7B7.1|,100.0,100.0,229,5.33e-168,464.0
sp|O05779|FTSE_MYCTU,sp|A0A0H2ZM82.1|,52.193,71.93,228,2.1e-80,243.0
sp|O05779|FTSE_MYCTU,sp|O34814.1|,51.327,73.01,226,8.220000000000001e-79,239.0
sp|O05779|FTSE_MYCTU,sp|P0A9R7.1|,49.074,61.57,216,5.15e-63,198.0
sp|O05779|FTSE_MYCTU,sp|Q5KVK2.1|,45.909,67.27,220,1.35e-57,188.0
sp|O05779|FTSE_MYCTU,sp|Q8G5P8.1|,44.395,63.68,223,4.63e-55,183.0
sp|O05779|FTSE_MYCTU,sp|P44871.1|,42.593,60.19,216,2.6099999999999998e-54,176.0
sp|O05779|FTSE_MYCTU,sp|Q6HBS0.1|,43.636,63.18,220,3.55e-54,179.0
sp|O05779|FTSE_MYCTU,sp|Q5WJP0.1|,42.105,62.28,228,9.959999999999999e-54,178.0
sp|O05779|FTSE_MYCTU,sp|O32169.1|,43.946,62.78,223,1.33e-53,178.0
sp|O05779|FTSE_MYCTU,sp|Q65F80.1|,43.498,63.23,223,1.63e-53,178.0
sp|O05779|FTSE_MYCTU,sp|Q8Y4L8.1|,42.273,63.64,220,1.83e-53,177.0
sp|O05779|FTSE_MYCTU,sp|Q71X09.1|,42.273,63.64,220,1.97e-53,177.0
sp|O05779|FTSE_MYCTU,sp|Q928L8.1|,42.466,63.01,219,2.1e-53,177.0
sp|O05779|FTSE_MYCTU,sp|Q81XL3.1|,43.182,62.73,220,2.3e-53,177.0
sp|O05779|FTSE_MYCTU,sp|Q631Y4.1|,43.182,62.73,220,2.4e-53,177.0
sp|O05779|FTSE_MYCTU,sp|Q8RFN2.1|,43.363,65.04,226,2.78e-53,177.0
sp|O05779|FTSE_MYCTU,sp|Q81IN8.1|,39.189,64.41,222,8.39e-53,176.0
sp|O05779|FTSE_MYCTU,sp|Q815Y7.1|,42.727,62.73,220,8.83e-53,176.0
